Name;OLED1_Kontakt2U_K12_U0.00e+000V 1;OLED1_Kontakt2U_K12_U5.00e-001V 1;OLED1_Kontakt2U_K12_U1.00e+000V 1;OLED1_Kontakt2U_K12_U1.50e+000V 1;OLED1_Kontakt2U_K12_U2.00e+000V 1;OLED1_Kontakt2U_K12_U2.50e+000V 1;OLED1_Kontakt2U_K12_U3.00e+000V 1;OLED1_Kontakt2U_K12_U3.50e+000V 1;OLED1_Kontakt2U_K12_U4.00e+000V 1;OLED1_Kontakt2U_K12_U4.50e+000V 1;OLED1_Kontakt2U_K12_U5.00e+000V 1;OLED1_Kontakt2U_K12_U5.50e+000V 1;OLED1_Kontakt2U_K12_U6.00e+000V 1;OLED1_Kontakt2U_K12_U6.50e+000V 1;OLED1_Kontakt2U_K12_U7.00e+000V 1;OLED1_Kontakt2U_K12_U7.50e+000V 1;OLED1_Kontakt2U_K12_U8.00e+000V 1;OLED1_Kontakt2U_K12_U8.50e+000V 1;OLED1_Kontakt2U_K12_U9.00e+000V 1;OLED1_Kontakt2U_K12_U9.50e+000V 1;OLED1_Kontakt2U_K12_U1.00e+001V 1;Name;OLED1_Kontakt2U_K12 1;OLED1_Kontakt2U_K12_U0.00e+000V_Leuchtdichte 1;OLED1_Kontakt2U_K12_U0.00e+000V_Lichtstrom 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEx 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEy 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEz 1;OLED1_Kontakt2U_K12_U0.00e+000V_Beleuchtungsstärke 1;OLED1_Kontakt2U_K12_U0.00e+000V_BeleuchtungsstärkeVIS 1;OLED1_Kontakt2U_K12_U0.00e+000V_PeakX 1;OLED1_Kontakt2U_K12_U0.00e+000V_PeakY 1;
Wellenlänge (m);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Spannung (V);Stromdichte (mA/cm^2);Leuchtdichte (cd/m^2);Lichtstrom (lm);CIEx (1);CIEy (1);CIEz (1);Beleuchtungsstärke (W/m^2);Beleuchtungsstärke VIS (W/m^2);Peak X (m);Peak Y (W/m^2);
4.58000e-007;-4.12591e+005;1.28121e+006;-3.80019e+006;6.73176e+006;5.49399e+006;4.21278e+006;3.80019e+006;4.62537e+006;1.23777e+006;2.10639e+006;2.51898e+006;1.51573e+007;1.89575e+007;2.02387e+007;5.90658e+006;2.48641e+007;8.42556e+006;2.90769e+007;3.70898e+007;2.10639e+007;1.13571e+007;;;;;;;;;;;;
4.59000e-007;2.11227e+006;-6.90795e+005;7.14729e+005;4.92332e+006;1.40552e+006;-6.90795e+005;4.92332e+006;4.21657e+006;8.43314e+006;7.02762e+006;2.12025e+006;1.54448e+007;1.96534e+007;1.89387e+007;1.47381e+007;2.73718e+007;6.32885e+006;3.08657e+007;3.22712e+007;2.45528e+007;2.31632e+007;;;;;;;;;;;;
4.60000e-007;-9.80513e+005;-5.04374e+006;-4.06323e+006;0.00000e+000;-2.94154e+006;-7.14595e+006;-9.80513e+005;1.26287e+006;7.42830e+006;-8.39336e+005;-1.96103e+006;9.53051e+006;1.37349e+007;1.79393e+007;2.10220e+006;2.20026e+007;0.00000e+000;1.40173e+007;2.11632e+007;1.90610e+007;8.40882e+006;;;;;;;;;;;;
4.61000e-007;-1.23801e+006;-4.08980e+005;4.54307e+006;-3.30506e+006;-2.06705e+006;3.30506e+006;-1.23801e+006;4.08980e+005;4.13409e+006;4.12302e+006;1.65807e+006;6.61012e+006;9.50620e+006;1.57073e+007;8.29033e+005;2.14995e+007;-4.08980e+005;2.48046e+007;2.48046e+007;1.11643e+007;1.73654e+007;;;;;;;;;;;;
4.62000e-007;-2.03189e+006;-9.32990e+005;-1.48244e+006;5.49450e+005;2.74725e+006;2.03189e+006;1.64835e+006;-1.48244e+006;3.68024e+006;2.03189e+006;1.65909e+005;8.12756e+006;1.07089e+007;1.21913e+007;6.64512e+006;2.14178e+007;5.49450e+005;2.38332e+007;3.45421e+007;1.73540e+007;1.68046e+007;;;;;;;;;;;;
4.63000e-007;0.00000e+000;-3.99347e+006;2.27949e+006;4.27622e+006;1.99673e+006;7.98693e+006;9.98367e+006;3.71071e+006;5.99020e+006;7.98693e+006;-4.27622e+006;1.54084e+007;1.48254e+007;2.76715e+007;8.26969e+006;2.45263e+007;8.26969e+006;2.93855e+007;2.76715e+007;1.79706e+007;2.11158e+007;;;;;;;;;;;;
4.64000e-007;9.77913e+006;4.03817e+006;9.75038e+006;7.84631e+006;1.17407e+007;1.56351e+007;1.17695e+007;1.56639e+007;1.37310e+007;5.88473e+006;1.17695e+007;2.53855e+007;2.55580e+007;2.93949e+007;1.75679e+007;3.33180e+007;5.97099e+006;3.52221e+007;3.72412e+007;2.54142e+007;2.74621e+007;;;;;;;;;;;;
4.65000e-007;5.77926e+006;1.02702e+007;1.11331e+007;5.99195e+006;5.99195e+006;2.56448e+006;7.91837e+006;9.63210e+006;1.34849e+007;1.34849e+007;1.15585e+007;1.34849e+007;1.94769e+007;2.86836e+007;1.49860e+007;2.69699e+007;1.34849e+007;3.27491e+007;3.66020e+007;2.82582e+007;2.56815e+007;;;;;;;;;;;;
4.66000e-007;-4.41806e+005;-2.45711e+006;2.33307e+006;2.33307e+006;5.65846e+005;6.23963e+006;9.45631e+006;-3.34072e+006;-4.41806e+005;1.09058e+007;8.83611e+005;1.27970e+007;1.70214e+007;1.99203e+007;8.44866e+006;3.02602e+007;9.33227e+006;2.89348e+007;2.50282e+007;2.08039e+007;2.60359e+007;;;;;;;;;;;;
4.67000e-007;2.27434e+006;-2.09666e+006;-3.95277e+006;-2.21694e+006;2.81286e+006;4.13045e+006;-5.15008e+006;-7.79072e+005;-1.31759e+006;6.64535e+006;-2.63518e+006;4.78924e+006;9.69877e+006;2.14942e+007;7.84266e+006;2.83801e+007;-1.97638e+006;3.07747e+007;2.70625e+007;2.09557e+007;2.14942e+007;;;;;;;;;;;;
4.68000e-007;-5.55611e+006;7.70586e+005;-9.10474e+006;-4.59900e+006;2.68479e+006;-1.86517e+005;-9.32587e+004;9.32587e+004;-5.46285e+006;8.63845e+005;-2.87131e+006;5.36959e+006;1.44743e+007;2.08010e+007;1.82095e+006;2.64504e+007;-9.32587e+004;2.91352e+007;2.18514e+007;2.17581e+007;2.08010e+007;;;;;;;;;;;;
4.69000e-007;-5.28574e+006;-1.38565e+006;3.97172e+006;-1.38565e+006;4.70037e+006;2.51444e+006;3.57158e+006;2.91458e+006;2.91458e+006;1.12878e+006;2.91458e+006;7.21480e+006;1.43580e+007;1.29007e+007;4.30023e+006;3.18158e+007;-6.57007e+005;2.89728e+007;1.93152e+007;3.43302e+007;2.71154e+007;;;;;;;;;;;;
4.70000e-007;7.51428e+006;5.46732e+006;-4.01301e+006;5.76365e+006;2.98953e+006;-1.53522e+006;7.27153e+005;9.26492e+006;2.47779e+006;6.49080e+006;6.49080e+006;1.37088e+007;1.80181e+007;2.27583e+007;8.02602e+006;3.12960e+007;7.00254e+006;3.47973e+007;2.10076e+007;3.45010e+007;3.25349e+007;;;;;;;;;;;;
4.71000e-007;2.32789e+006;-1.40927e+006;-2.20614e+006;-1.10307e+006;-2.02168e+006;2.32789e+006;6.12407e+005;3.43096e+006;-2.51235e+006;4.53403e+006;-3.12475e+006;1.40300e+007;8.57739e+006;1.94827e+007;3.43096e+006;3.05724e+007;3.06203e+005;3.49220e+007;1.57455e+007;3.11848e+007;3.19817e+007;;;;;;;;;;;;
4.72000e-007;-2.23952e+006;-2.23952e+006;-8.62528e+006;-3.80800e+006;2.80145e+006;-2.01584e+006;-4.47355e+005;-2.23952e+006;-1.11839e+005;-3.35516e+005;-1.79216e+006;1.26597e+007;3.36064e+006;1.97165e+007;3.24880e+006;2.65496e+007;-3.47248e+006;3.47276e+007;1.63559e+007;2.35245e+007;2.82299e+007;;;;;;;;;;;;
4.73000e-007;-1.78822e+006;1.43058e+006;2.86115e+006;1.28752e+006;-1.43058e+005;-1.43058e+005;-3.29033e+006;-2.14588e+005;4.79243e+006;7.93970e+006;0.00000e+000;8.15429e+006;1.48065e+007;1.79537e+007;1.64516e+006;3.27602e+007;7.15292e+004;3.92694e+007;1.95989e+007;3.75527e+007;3.74096e+007;;;;;;;;;;;;
4.74000e-007;-2.34227e+006;2.48775e+006;-8.05004e+006;2.97593e+006;2.24367e+006;-5.31820e+006;4.58594e+006;-3.22001e+006;2.97593e+006;5.70777e+006;1.85409e+006;9.17187e+006;1.74660e+007;2.15638e+007;5.07411e+006;4.08838e+007;2.97593e+006;3.88843e+007;1.42460e+007;4.08838e+007;4.02502e+007;;;;;;;;;;;;
4.75000e-007;4.93628e+004;7.11151e+006;4.72455e+006;5.13060e+006;0.00000e+000;4.72455e+006;4.93628e+004;2.79301e+006;3.96181e+006;1.18361e+007;-1.93154e+006;1.73727e+007;1.93043e+007;2.51976e+007;3.55575e+006;4.21643e+007;3.14970e+006;4.60767e+007;1.65606e+007;4.57200e+007;4.13522e+007;;;;;;;;;;;;
4.76000e-007;-1.24842e+006;-2.94621e+006;-1.53969e+006;-5.17670e+006;-1.24842e+006;-5.57623e+005;-1.53969e+006;-4.19463e+006;-3.63701e+006;-3.07939e+006;-1.33174e+005;1.00871e+007;1.10691e+007;1.94584e+007;-1.11525e+006;3.52798e+007;-1.33174e+005;4.49424e+007;6.02560e+006;4.24206e+007;4.14386e+007;;;;;;;;;;;;
4.77000e-007;2.20353e+006;5.42572e+006;2.31008e+006;3.70806e+006;-6.98989e+005;1.50454e+006;3.70806e+006;6.98989e+005;2.20353e+006;1.71765e+006;5.31916e+006;9.24034e+006;2.18691e+007;3.30998e+007;3.92118e+006;4.66406e+007;2.41664e+006;5.35709e+007;1.34343e+007;5.34643e+007;5.06684e+007;;;;;;;;;;;;
4.78000e-007;1.08674e+006;-4.85585e+006;-3.57779e+006;4.47712e+005;-3.57779e+006;3.57779e+006;-1.91318e+005;-5.04717e+006;6.06884e+006;2.10841e+006;-2.93876e+006;1.23941e+007;1.17550e+007;2.58098e+007;3.57779e+006;4.30597e+007;-1.91318e+005;5.58364e+007;1.00943e+007;5.18760e+007;5.41757e+007;;;;;;;;;;;;
4.79000e-007;9.39144e+005;-4.78499e+006;3.33802e+006;-3.83310e+006;-4.78499e+006;2.85569e+006;-1.27537e+004;-2.88120e+006;1.43422e+006;4.69572e+005;-4.31542e+006;1.14738e+007;1.28953e+007;2.82021e+007;3.82034e+006;5.11625e+007;1.42147e+006;6.16843e+007;1.28825e+007;5.78512e+007;6.64693e+007;;;;;;;;;;;;
4.80000e-007;-1.73430e+006;-2.79813e+006;2.46290e+006;-6.32486e+006;-2.52102e+006;1.39907e+006;-2.12766e+006;-1.45719e+006;3.35236e+005;5.26103e+006;-1.73430e+006;1.39325e+007;2.09860e+007;3.00509e+007;5.59626e+006;5.70265e+007;-1.45719e+006;7.51562e+007;1.39907e+007;7.05656e+007;7.40924e+007;;;;;;;;;;;;
4.81000e-007;9.81632e+005;6.91000e+006;2.16345e+006;2.16345e+006;9.81632e+005;3.81078e+005;1.76308e+006;7.49127e+006;5.90908e+006;1.16373e+007;1.18182e+006;1.57833e+007;2.70395e+007;3.92773e+007;9.27364e+006;6.17897e+007;5.90908e+006;8.45022e+007;1.40009e+007;8.31202e+007;8.48833e+007;;;;;;;;;;;;
4.82000e-007;1.36494e+006;-2.58788e+006;-2.58788e+006;1.41991e+005;-1.29394e+006;-5.38875e+006;-1.43593e+006;4.09481e+006;4.16580e+006;8.11862e+006;1.50693e+006;1.65922e+007;2.20520e+007;3.57723e+007;4.09481e+006;6.30000e+007;2.58788e+006;9.69814e+007;9.48355e+006;9.04407e+007;9.46065e+007;;;;;;;;;;;;
4.83000e-007;8.03481e+006;7.98240e+006;-5.24134e+004;7.92998e+006;6.63453e+006;5.18183e+006;0.00000e+000;3.99120e+006;4.14844e+006;1.19212e+007;2.69574e+006;2.29138e+007;2.56095e+007;4.18888e+007;1.07306e+007;7.78620e+007;5.28666e+006;1.08915e+008;1.98512e+007;1.01038e+008;1.10421e+008;;;;;;;;;;;;
4.84000e-007;-3.31189e+006;-3.82228e+006;2.32135e+006;1.70132e+005;2.66161e+006;-9.90541e+005;-1.16067e+006;3.82228e+006;7.81470e+006;9.48577e+006;1.16067e+006;1.46389e+007;2.76066e+007;4.75687e+007;5.32322e+006;8.13493e+007;2.32135e+006;1.20423e+008;1.16370e+007;1.16090e+008;1.22744e+008;;;;;;;;;;;;
4.85000e-007;8.46812e+005;5.64541e+005;-2.52987e+006;3.00736e+006;-2.52987e+006;3.47429e+006;2.72509e+006;4.03883e+006;2.54044e+006;6.94858e+006;3.79883e+005;2.23336e+007;3.05959e+007;5.23650e+007;5.53723e+006;9.72168e+007;-1.84658e+005;1.38790e+008;6.94858e+006;1.30060e+008;1.35598e+008;;;;;;;;;;;;
4.86000e-007;-7.52103e+006;-4.66787e+006;-4.79778e+006;-3.50110e+006;-4.01993e+006;-3.11218e+006;-4.14984e+006;-5.70553e+006;-1.29906e+005;3.88923e+005;-6.48735e+005;2.11357e+007;2.83969e+007;5.83504e+007;2.20443e+006;9.89362e+007;-3.88923e+005;1.45228e+008;5.57562e+006;1.35632e+008;1.38355e+008;;;;;;;;;;;;
4.87000e-007;-6.81124e+005;5.98486e+005;1.87810e+006;3.83883e+006;1.08302e+005;2.17734e+006;1.08867e+006;-1.76979e+006;6.69729e+006;7.48672e+006;-1.90941e+005;2.49111e+007;3.97762e+007;6.45790e+007;4.62826e+006;1.13204e+008;2.36828e+006;1.68036e+008;7.18748e+006;1.52980e+008;1.60359e+008;;;;;;;;;;;;
4.88000e-007;-1.26254e+006;-3.69738e+006;-3.20149e+006;-2.61534e+006;-4.95993e+006;-4.95895e+005;-6.98912e+006;-1.26254e+006;3.29174e+006;1.25352e+007;-2.61534e+006;2.78662e+007;4.67142e+007;6.64190e+007;3.78763e+006;1.31485e+008;-3.11124e+006;1.87984e+008;8.16142e+006;1.74096e+008;1.75088e+008;;;;;;;;;;;;
4.89000e-007;-3.27620e+006;1.02881e+006;-4.41335e+006;4.60238e+005;-1.57048e+006;-5.09025e+006;-3.95311e+006;1.70572e+006;2.73453e+006;6.90431e+006;-6.33573e+006;2.96748e+007;4.07758e+007;7.60012e+007;4.60238e+005;1.49593e+008;-8.93575e+005;2.11082e+008;4.30501e+006;1.93645e+008;1.95567e+008;;;;;;;;;;;;
4.90000e-007;3.68524e+006;-1.39756e+006;-1.39756e+006;2.75353e+006;1.99097e+006;0.00000e+000;0.00000e+000;5.67622e+006;9.36146e+006;1.93579e+007;-3.68524e+006;3.28705e+007;5.42194e+007;8.37013e+007;5.04121e+006;1.74011e+008;2.96705e+005;2.40938e+008;4.74451e+006;2.22046e+008;2.18234e+008;;;;;;;;;;;;
4.91000e-007;-2.61249e+005;-2.05455e+006;3.68149e+005;-2.79085e+006;-4.75050e+005;-1.47260e+006;-2.61249e+005;2.79085e+006;8.84759e+006;1.69589e+007;-2.89775e+006;3.39178e+007;5.88811e+007;9.99600e+007;2.79085e+006;1.94445e+008;-7.36299e+005;2.68124e+008;2.42270e+006;2.36261e+008;2.39158e+008;;;;;;;;;;;;
4.92000e-007;2.11321e+006;4.50178e+006;-6.43562e+005;3.95105e+006;5.42070e+006;3.58285e+006;5.42070e+006;1.13921e+007;1.07486e+007;2.33350e+007;5.69606e+006;4.96989e+007;7.66167e+007;1.19704e+008;1.01050e+007;2.24340e+008;4.50178e+006;3.02336e+008;1.03804e+007;2.70641e+008;2.72386e+008;;;;;;;;;;;;
4.93000e-007;-3.74787e+005;-2.54183e+006;-6.07349e+006;8.02432e+005;-1.17722e+006;3.74787e+005;-9.89825e+005;5.88610e+006;9.23036e+006;2.10025e+007;-1.55201e+006;5.45269e+007;8.23525e+007;1.24170e+008;7.86575e+006;2.41412e+008;8.02432e+005;3.37944e+008;8.80271e+006;2.95429e+008;2.91095e+008;;;;;;;;;;;;
4.94000e-007;3.48046e+006;2.11201e+006;3.37631e+006;4.01571e+006;5.80077e+006;3.06386e+006;5.69662e+006;1.11849e+007;1.37135e+007;2.66835e+007;5.59247e+006;6.68723e+007;9.73488e+007;1.43220e+008;1.02331e+007;2.75790e+008;4.43231e+006;3.77452e+008;9.07293e+006;3.32533e+008;3.14596e+008;;;;;;;;;;;;
4.95000e-007;-2.28618e+006;-1.09201e+006;-2.28618e+006;-1.19416e+006;-3.42927e+006;-1.16863e+006;-2.23510e+006;6.90961e+006;1.25995e+007;2.29384e+007;4.54682e+006;6.18800e+007;1.00719e+008;1.60160e+008;8.07823e+006;2.97561e+008;5.10751e+004;4.06307e+008;2.33725e+006;3.58093e+008;3.37364e+008;;;;;;;;;;;;
4.96000e-007;-3.28101e+006;-2.20351e+006;-4.35850e+006;-1.12602e+006;-2.25205e+006;2.15498e+006;-1.02896e+006;6.90174e+006;1.46383e+007;2.70246e+007;-1.07749e+006;7.20655e+007;1.15738e+008;1.75417e+008;7.93070e+006;3.38254e+008;-3.23247e+006;4.56438e+008;1.27162e+006;3.90293e+008;3.69928e+008;;;;;;;;;;;;
4.97000e-007;3.32688e+006;3.09055e+006;-4.08134e+006;1.10896e+006;9.90795e+005;3.44504e+006;3.09055e+006;1.09714e+007;2.00794e+007;2.89511e+007;1.46345e+006;8.81259e+007;1.28285e+008;2.03458e+008;7.99904e+006;3.78955e+008;3.20871e+006;5.16275e+008;6.65375e+006;4.35439e+008;4.00261e+008;;;;;;;;;;;;
4.98000e-007;3.81721e+006;9.08437e+005;5.45062e+006;5.63408e+006;7.81787e+006;1.81687e+006;3.09222e+006;1.63696e+007;2.47378e+007;3.42068e+007;2.35840e+006;1.03538e+008;1.50480e+008;2.29647e+008;1.03686e+007;4.29638e+008;5.09255e+006;5.63198e+008;1.07355e+007;4.73314e+008;4.44741e+008;;;;;;;;;;;;
4.99000e-007;2.73547e+006;5.85810e+005;-1.41613e+006;-1.17162e+006;7.33528e+005;-1.56385e+006;-6.79027e+006;1.38760e+007;2.17411e+007;4.11848e+007;2.63867e+006;1.12954e+008;1.66695e+008;2.52045e+008;5.86316e+006;4.75268e+008;1.56385e+006;6.26375e+008;6.44897e+006;5.07951e+008;4.78589e+008;;;;;;;;;;;;
5.00000e-007;-4.38455e+006;-4.23105e+006;-7.85926e+006;-6.34658e+006;-7.25642e+006;-6.80150e+006;-5.28882e+006;8.30860e+006;2.11553e+007;4.29189e+007;-3.92963e+006;1.18623e+008;1.82544e+008;2.80614e+008;3.62263e+006;5.20288e+008;-6.34658e+006;6.80158e+008;2.11553e+006;5.42342e+008;5.08795e+008;;;;;;;;;;;;
5.01000e-007;-2.86326e+006;-2.14180e+006;-6.38028e+006;-4.23847e+006;-6.71844e+006;-2.50253e+006;-3.83295e+005;1.30536e+007;2.36272e+007;4.80210e+007;-1.05962e+006;1.36262e+008;2.13614e+008;3.24153e+008;4.23847e+006;5.89621e+008;-2.84069e+006;7.55305e+008;3.60728e+005;5.96452e+008;5.56863e+008;;;;;;;;;;;;
5.02000e-007;-5.72548e+006;-3.40967e+006;-4.43876e+006;-5.27499e+006;-1.47959e+006;-3.40967e+006;-3.18442e+006;1.37992e+007;3.39995e+007;5.58400e+007;-1.25434e+006;1.57581e+008;2.39507e+008;3.68396e+008;6.36884e+006;6.75709e+008;-2.95917e+006;8.41525e+008;2.12295e+006;6.63776e+008;6.07485e+008;;;;;;;;;;;;
5.03000e-007;0.00000e+000;-2.24287e+006;-1.29575e+006;-1.17954e+006;1.53689e+006;-3.30619e+006;-1.16209e+005;1.53602e+007;4.31229e+007;6.61588e+007;4.73560e+005;1.80757e+008;2.74804e+008;4.17513e+008;5.90641e+006;7.50809e+008;-2.24287e+006;9.48106e+008;3.66355e+006;7.30132e+008;6.57253e+008;;;;;;;;;;;;
5.04000e-007;1.04303e+006;1.55900e+006;2.11929e+006;-2.15252e+006;2.63526e+006;3.68937e+006;-5.71367e+005;2.55644e+007;4.95144e+007;7.66822e+007;1.05411e+006;2.08304e+008;3.12132e+008;4.76742e+008;1.11678e+007;8.51775e+008;2.10821e+006;1.05416e+009;7.41197e+006;8.01634e+008;7.17473e+008;;;;;;;;;;;;
5.05000e-007;4.84673e+006;3.68958e+006;5.82366e+006;3.20112e+006;1.55550e+006;2.13408e+006;1.06704e+006;2.83216e+007;5.45091e+007;9.46060e+007;4.17804e+006;2.43413e+008;3.56339e+008;5.51247e+008;1.42699e+007;9.55294e+008;3.20112e+006;1.16621e+009;9.02478e+006;8.76912e+008;7.76970e+008;;;;;;;;;;;;
5.06000e-007;-1.25623e+006;-1.25623e+006;-5.97258e+006;0.00000e+000;-1.88434e+006;-1.06889e+006;-1.69701e+006;2.95544e+007;5.82272e+007;1.03562e+008;-2.07167e+006;2.68425e+008;4.05375e+008;6.12179e+008;1.09424e+007;1.06345e+009;-2.32512e+006;1.27150e+009;3.90091e+006;9.37123e+008;8.41110e+008;;;;;;;;;;;;
5.07000e-007;-1.46585e+006;-1.35130e+006;-2.02695e+006;-4.56355e+006;-5.35375e+006;-1.35130e+006;2.80548e+005;3.61249e+007;6.93182e+007;1.19197e+008;1.46585e+006;3.08158e+008;4.59695e+008;6.91384e+008;1.17782e+007;1.17959e+009;2.81715e+006;1.40135e+009;4.67810e+006;1.03188e+009;9.03839e+008;;;;;;;;;;;;
5.08000e-007;1.79377e+006;1.09090e+006;-2.49665e+006;-3.51437e+005;-4.99329e+006;1.79377e+006;0.00000e+000;3.93166e+007;7.97059e+007;1.33336e+008;1.44234e+006;3.54238e+008;5.22970e+008;7.76364e+008;1.07260e+007;1.31433e+009;3.51437e+005;1.52240e+009;1.79377e+006;1.11499e+009;9.73409e+008;;;;;;;;;;;;
5.09000e-007;7.64654e+005;1.21950e+006;-1.38427e+006;9.09695e+005;2.60377e+006;5.20753e+006;-2.00388e+006;5.04996e+007;8.91802e+007;1.53813e+008;3.53319e+006;4.02487e+008;5.90557e+008;8.84979e+008;1.79560e+007;1.45587e+009;2.91357e+006;1.67964e+009;8.28587e+006;1.20990e+009;1.04398e+009;;;;;;;;;;;;
5.10000e-007;1.34654e+006;1.61218e+006;2.70224e+005;2.42285e+006;5.35867e+005;-8.06091e+005;-2.95872e+006;4.92403e+007;1.00372e+008;1.71679e+008;5.91744e+006;4.44536e+008;6.71103e+008;9.71688e+008;1.61447e+007;1.61344e+009;-2.70224e+005;1.81148e+009;4.84571e+006;1.29807e+009;1.11348e+009;;;;;;;;;;;;
5.11000e-007;1.47342e+005;-2.32707e+005;-1.54358e+006;6.12756e+005;-3.00180e+006;3.14914e+006;-4.65414e+005;5.65303e+007;1.11750e+008;1.94854e+008;1.45822e+006;4.93763e+008;7.40052e+008;1.09025e+009;1.72507e+007;1.78237e+009;6.12756e+005;1.98006e+009;4.07997e+006;1.38564e+009;1.18810e+009;;;;;;;;;;;;
5.12000e-007;-3.43735e+006;-2.35732e+006;-2.35732e+006;-4.32010e+006;-5.91813e+005;-1.86911e+006;-1.27730e+006;6.41160e+007;1.24992e+008;2.11789e+008;1.96278e+006;5.67615e+008;8.38514e+008;1.22655e+009;1.92432e+007;1.94321e+009;1.56824e+006;2.13732e+009;3.24008e+006;1.49567e+009;1.25157e+009;;;;;;;;;;;;
5.13000e-007;2.16376e+006;2.16376e+006;7.54017e+005;4.16359e+006;-1.63932e+005;9.17949e+005;1.40974e+006;7.49776e+007;1.45038e+008;2.39227e+008;3.24564e+006;6.34179e+008;9.32581e+008;1.35350e+009;2.41292e+007;2.14340e+009;9.17949e+005;2.32847e+009;8.32718e+006;1.59695e+009;1.32458e+009;;;;;;;;;;;;
5.14000e-007;8.00636e+006;3.93683e+006;-2.65411e+005;1.76936e+006;1.08374e+006;3.98116e+005;8.18325e+005;8.79153e+007;1.59575e+008;2.83784e+008;7.18803e+006;7.12236e+008;1.04505e+009;1.49587e+009;2.79117e+007;2.35713e+009;2.98580e+006;2.52238e+009;9.35551e+006;1.69691e+009;1.41680e+009;;;;;;;;;;;;
5.15000e-007;-1.08559e+006;5.67550e+005;-8.78375e+005;-8.78375e+005;1.08559e+006;3.15316e+006;-8.78375e+005;8.95365e+007;1.78969e+008;3.09966e+008;-9.81983e+005;7.93004e+008;1.14769e+009;1.65528e+009;2.76578e+007;2.52954e+009;1.03608e+005;2.70861e+009;-2.17118e+006;1.80752e+009;1.48835e+009;;;;;;;;;;;;
5.16000e-007;-4.27313e+006;-2.25155e+006;-1.24076e+006;1.01079e+006;3.18568e+006;-2.29969e+005;-7.66563e+004;9.93409e+007;2.04593e+008;3.55044e+008;0.00000e+000;8.84769e+008;1.28774e+009;1.83370e+009;3.37875e+007;2.77276e+009;-7.66563e+004;2.92137e+009;3.10903e+006;1.91628e+009;1.57055e+009;;;;;;;;;;;;
5.17000e-007;-5.34278e+006;-1.03744e+006;-4.25347e+006;2.02301e+006;2.02301e+006;-6.53581e+006;-1.03732e+005;1.14480e+008;2.27923e+008;3.81774e+008;2.07487e+006;9.65899e+008;1.40603e+009;1.98746e+009;3.61025e+007;2.99387e+009;0.00000e+000;3.10399e+009;9.33704e+005;2.02268e+009;1.65117e+009;;;;;;;;;;;;
5.18000e-007;2.15306e+006;2.27007e+006;-1.03265e+006;-2.09455e+006;1.17892e+006;-1.00340e+006;2.21157e+006;1.26720e+008;2.52291e+008;4.29176e+008;2.21157e+006;1.07909e+009;1.57361e+009;2.19156e+009;4.37340e+007;3.24930e+009;4.39388e+006;3.31807e+009;4.42313e+006;2.13630e+009;1.72237e+009;;;;;;;;;;;;
5.19000e-007;1.11068e+006;-2.18602e+006;-2.18602e+006;2.17719e+006;-3.26137e+006;-3.27904e+006;4.38088e+006;1.39950e+008;2.76594e+008;4.76677e+008;2.18602e+006;1.19066e+009;1.70336e+009;2.36680e+009;5.35752e+007;3.47421e+009;8.83482e+003;3.50910e+009;4.38088e+006;2.25080e+009;1.79161e+009;;;;;;;;;;;;
5.20000e-007;2.16162e+006;-3.28460e+006;-2.81130e+004;-3.28460e+006;1.06675e+006;-1.10424e+006;1.07613e+006;1.54329e+008;3.06432e+008;5.23187e+008;2.18036e+006;1.29497e+009;1.86085e+009;2.56795e+009;5.47527e+007;3.73374e+009;4.34198e+006;3.70882e+009;1.10424e+006;2.35689e+009;1.86753e+009;;;;;;;;;;;;
5.21000e-007;1.07309e+006;4.34315e+006;1.12387e+006;6.51472e+006;3.21928e+006;4.34315e+006;4.39393e+006;1.70214e+008;3.36929e+008;5.78519e+008;2.19696e+006;1.41388e+009;2.02218e+009;2.79810e+009;6.47850e+007;3.98254e+009;1.09848e+006;3.91995e+009;4.36854e+006;2.46653e+009;1.95152e+009;;;;;;;;;;;;
5.22000e-007;1.14130e+006;-2.04736e+006;-1.02368e+006;-9.45264e+005;-1.02368e+006;2.20419e+006;1.56832e+005;1.90349e+008;3.71171e+008;6.31031e+008;-1.02368e+006;1.55534e+009;2.20318e+009;3.02298e+009;7.38404e+007;4.22868e+009;3.34550e+006;4.17554e+009;5.39286e+006;2.56879e+009;2.02290e+009;;;;;;;;;;;;
